Incident Id,Received,IncidentType,ProductType,NotifierType,OriginCountry,IncidentSource
I-006-472,19/10/23,ALLERGEN: Milk,Confectionery,Industry,United Kingdom,Labelling Packaging Error
I-006-473,20/10/23,Labelling Absent / Incomplete / Incorrect,Fish & Fish Products,Local Authority,Poland,Human Error
I-006-474,20/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-006-475,17/10/23,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,Police,Not Easily Identified,Illegal Import/Export
I-006-476,20/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,National Food Crime Unit (NFCU),United Kingdom,Use of Unauthorised Ingredient
I-006-477,19/10/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Industry,Not Easily Identified,Veterinary Medicine
I-006-478,20/10/23,Poor or Insufficient Controls,Prepared Dishes & Snacks,Border Inspection Posts (BIPs),India,Illegal Import/Export
I-006-479,20/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),RASFF,Spain,Microbiological Contamination
I-006-480,20/10/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Netherlands,Microbiological Contamination
I-006-481,20/10/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-483,20/10/23,ALLERGEN: Sulphur dioxide / Sulphites,Crustaceans & Products Thereof,RASFF,,Labelling Packaging Error
I-006-484,20/10/23,Chemical Contamination (other),Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,United Kingdom,Migration of Chemicals
I-006-485,23/10/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Industry,United Kingdom,Spill/Leak
I-006-486,23/10/23,Food Additives & Flavourings,Prepared Dishes & Snacks,Local Authority,United States,Use of Unauthorised Ingredient
I-006-487,23/10/23,Organoleptic Aspects,Milk & Milk Products,Industry,France,Production Fault
I-006-488,23/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),RASFF,Netherlands,Microbiological Contamination
I-006-489,23/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Canada,Use of Unauthorised Ingredient
I-006-490,23/10/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-491,23/10/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA England,,Unauthorised Premises/Process
I-006-492,24/10/23,Labelling Absent / Incomplete / Incorrect,Cocoa / Cocoa Preparations / Coffee / Tea,EU Member States,United Kingdom,Labelling Packaging Error
I-006-493,23/10/23,Pathogenic Micro-Organisms,Pet Food,Industry,United Kingdom,Microbiological Contamination
I-006-494,24/10/23,Pesticide Residues,Herbs & Spices,Local Authority,United Kingdom,Pesticides
I-006-495,24/10/23,Pesticide Residues,Cereals & Bakery Products,Local Authority,India,Pesticides
I-006-496,24/10/23,ALLERGEN: Cereals containing gluten,Confectionery,Local Authority,United Kingdom,Labelling Packaging Error
I-006-497,24/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,Spain,Microbiological Contamination
I-006-498,24/10/23,Food Additives & Flavourings,Fruits & Vegetables,Local Authority,Iran,Pesticides
I-006-499,23/10/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-500,25/10/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-501,25/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-502,25/10/23,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,China,Metals - Other
I-006-503,25/10/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),National Food Crime Unit (NFCU),,Unauthorised Premises/Process
I-006-504,25/10/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-505,25/10/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-506,26/10/23,Feed Additives,Pet Food,Local Authority,Netherlands,Animal Feed
I-006-507,26/10/23,Food Additives & Flavourings,Confectionery,RASFF,Taiwan,Use of Unauthorised Ingredient
I-006-508,26/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-509,26/10/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-510,25/10/23,Pesticide Residues,Herbs & Spices,Local Authority,India,Pesticides
I-006-511,26/10/23,Food Additives & Flavourings,Non-Alcoholic Beverages,FSA Policy,Bangladesh,Labelling Packaging Error
I-006-512,26/10/23,Pesticide Residues,Herbs & Spices,RASFF,India,Pesticides
I-006-513,26/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,,Use of Unauthorised Ingredient
I-006-514,26/10/23,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,Local Authority,,Illegal Import/Export
I-006-515,27/10/23,Foreign Bodies,Milk & Milk Products,Industry,,Malicious Tampering
I-006-516,27/10/23,ALLERGEN: Milk,Fruits & Vegetables,Industry,United Kingdom,Labelling Packaging Error
I-006-517,27/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Food Standards Scotland (FSS),Spain,Microbiological Contamination
I-006-518,27/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),RASFF,Poland,Microbiological Contamination
I-006-519,27/10/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-521,27/10/23,Poor or Insufficient Controls,Fish & Fish Products,Port Health Authority (PHA),United Kingdom,Illegal Import/Export
I-006-522,30/10/23,Organoleptic Aspects,Cereals & Bakery Products,RASFF,Greece,Human Error
I-006-523,30/10/23,Foreign Bodies,Cereals & Bakery Products,Local Authority,United Kingdom,Human Error
I-006-524,30/10/23,ALLERGEN: Eggs,Confectionery,Industry,United Kingdom,Labelling Packaging Error
I-006-525,30/10/23,ALLERGEN: Eggs,Confectionery,Industry,United Kingdom,Labelling Packaging Error
I-006-526,27/10/23,ALLERGEN: Eggs,Confectionery,Industry,,Production Fault
I-006-527,29/10/23,Labelling Absent / Incomplete / Incorrect,Other Food Product / Mixed,Port Health Authority (PHA),Romania,Illegal Import/Export
I-006-528,30/10/23,Foreign Bodies,Fruits & Vegetables,Industry,United Kingdom,Production Fault
I-006-529,30/10/23,ALLERGEN: Eggs,Egg & Egg Products,RASFF,Netherlands,Unknown
I-006-530,30/10/23,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,China,Metals - Other
I-006-531,30/10/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Spill/Leak
I-006-532,31/10/23,Pathogenic Micro-Organisms,Crustaceans & Products Thereof,RASFF,United Kingdom,Microbiological Contamination
I-006-533,31/10/23,ALLERGEN: Milk,Fruits & Vegetables,RASFF,Belgium,Labelling Packaging Error
I-006-534,27/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Microbiological Contamination
I-006-535,27/10/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Microbiological Contamination
I-006-536,31/10/23,Composition,Fruits & Vegetables,FSA Policy,Turkey,Illegal Import/Export
I-006-537,31/10/23,Pathogenic Micro-Organisms,Fruits & Vegetables,RASFF,Thailand,Microbiological Contamination
I-006-538,31/10/23,Chemical Contamination (other),Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Pesticides
I-006-539,31/10/23,Poor or Insufficient Controls,Soups / Broths / Sauces & Condiments,RASFF,United Kingdom,Human Error
I-006-540,31/10/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-006-541,01/11/23,Poor or Insufficient Controls,Food Contact Materials,Port Health Authority (PHA),China,Illegal Import/Export
I-006-542,02/11/23,Poor or Insufficient Controls,Milk & Milk Products,RASFF,France,Production Fault
I-006-543,02/10/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Port Health Authority (PHA),United Kingdom,Spill/Leak
I-006-544,02/11/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-006-545,02/11/23,Pesticide Residues,Cereals & Bakery Products,RASFF,India,Pesticides
I-006-546,02/11/23,Non-Pathogenic Micro-Organisims,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-547,02/11/23,Poor or Insufficient Controls,Soups / Broths / Sauces & Condiments,RASFF,United Kingdom,Human Error
I-006-548,02/11/23,Foreign Bodies,Cereals & Bakery Products,Other,Italy,Production Fault
I-006-549,03/11/23,Chemical Contamination (other),Crustaceans & Products Thereof,Local Authority,United Kingdom,Spill/Leak
I-006-550,10/11/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,United Kingdom,Use of Unauthorised Ingredient
I-006-551,02/11/23,Foreign Bodies,Prepared Dishes & Snacks,Food Standards Scotland (FSS),United Kingdom,Production Fault
I-006-552,03/11/23,Chemical Contamination (other),Alcoholic Beverages,National Food Crime Unit (NFCU),United Kingdom,Unknown
I-006-553,03/11/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,"Department of Agriculture, Environment and Rural Affairs (DAERA)",United Kingdom,Microbiological Contamination
I-006-555,03/11/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-006-556,03/11/23,Food Additives & Flavourings,Confectionery,RASFF,United States,Use of Unauthorised Ingredient
I-006-557,03/11/23,ALLERGEN: Soya,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Labelling Packaging Error
I-006-558,06/11/23,Composition,Confectionery,RASFF,Italy,Unknown
I-006-559,06/11/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,FSA Policy,,Microbiological Contamination
I-006-560,06/11/23,Packaging Defective / Incorrect,Confectionery,Other,Turkey,Unknown
I-006-561,06/11/23,Pesticide Residues,Prepared Dishes & Snacks,Local Authority,India,Pesticides
I-006-562,06/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Ireland,Illegal Import/Export
I-006-563,07/11/23,Pathogenic Micro-Organisms,Pet Food,RASFF,Poland,Production Fault
I-006-564,07/11/23,ALLERGEN: Cereals containing gluten,Poultry Meat & Poultry Meat Products,Industry,United Kingdom,Labelling Packaging Error
I-006-565,07/11/23,ALLERGEN: Crustaceans,Crustaceans & Products Thereof,Industry,United Kingdom,Production Fault
I-006-566,07/11/23,Foreign Bodies,Cereals & Bakery Products,Industry,United Kingdom,Production Fault
I-006-567,08/11/23,ALLERGEN: Non-regulated allergen reactions,Poultry Meat & Poultry Meat Products,Local Authority,Poland,Labelling Packaging Error
I-006-571,08/11/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-572,08/11/23,Not Determined / Other,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Production Fault
I-006-573,08/11/23,ALLERGEN: Eggs,Cereals & Bakery Products,Local Authority,United Kingdom,Human Error
I-006-574,09/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-576,09/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-577,09/11/23,ALLERGEN: Peanuts,Soups / Broths / Sauces & Condiments,Local Authority,China,Labelling Packaging Error
I-006-578,09/11/23,Foreign Bodies,Cereals & Bakery Products,RASFF,Netherlands,Human Error
I-006-579,09/11/23,Foreign Bodies,Other Food Product / Mixed,Industry,United Kingdom,Human Error
I-006-580,10/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,United Kingdom,Microbiological Contamination
I-006-581,10/11/23,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,Other,United Kingdom,Human Error
I-006-582,10/11/23,ALLERGEN: Mustard,Meat & Meat Products (other than poultry),Other,United Kingdom,Production Fault
I-006-583,10/11/23,Packaging Defective / Incorrect,Soups / Broths / Sauces & Condiments,Local Authority,United Kingdom,Labelling Packaging Error
I-006-584,10/11/23,Food Additives & Flavourings,Non-Alcoholic Beverages,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-585,08/11/23,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,,Unknown
I-006-586,10/11/23,Biocontaminants,Crustaceans & Products Thereof,Port Health Authority (PHA),,Spill/Leak
I-006-588,10/11/23,ALLERGEN: Milk,Prepared Dishes & Snacks,Industry,United Kingdom,Labelling Packaging Error
I-006-589,16/11/23,Not Determined / Other,Meat & Meat Products (other than poultry),FSA England,United Kingdom,Investigation Ongoing
I-006-590,12/11/23,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,RASFF,Italy,Microbiological Contamination
I-006-591,13/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Illegal Import/Export
I-006-592,08/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-593,13/11/23,ALLERGEN: Cereals containing gluten,Prepared Dishes & Snacks,EU Member States,Netherlands,Labelling Packaging Error
I-006-594,13/11/23,ALLERGEN: Cereals containing gluten,Meat & Meat Products (other than poultry),Industry,United Kingdom,Labelling Packaging Error
I-006-595,13/11/23,ALLERGEN: Sulphur dioxide / Sulphites,Confectionery,EU Member States,Philippines,Microbiological Contamination
I-006-596,13/11/23,Chemical Contamination (other),Cereals & Bakery Products,FSA Operations Group,Finland,Natural Chemical Contamination
I-006-597,13/11/23,Poor or Insufficient Controls,Non-Alcoholic Beverages,RASFF,United Kingdom,Human Error
I-006-598,13/11/23,Non-Pathogenic Micro-Organisims,Water,Industry,United Kingdom,Microbiological Contamination
I-006-599,13/11/23,Packaging Defective / Incorrect,Pet Food,Local Authority,Italy,Investigation Ongoing
I-006-600,13/11/23,Organoleptic Aspects,Animal by-Products,Local Authority,United Kingdom,Investigation Ongoing
I-006-601,13/11/23,Pathogenic Micro-Organisms,Fruits & Vegetables,FSA Policy,China,Microbiological Contamination
I-006-602,14/11/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Marine Management Organisation (MMO),United Kingdom,Microbiological Contamination
I-006-603,14/11/23,Mycotoxins,Fruits & Vegetables,Border Inspection Posts (BIPs),China,Microbiological Contamination
I-006-604,14/11/23,Labelling Absent / Incomplete / Incorrect,Fruits & Vegetables,Port Health Authority (PHA),China,Labelling Packaging Error
I-006-605,14/11/23,ALLERGEN: Milk,Cereals & Bakery Products,Industry,,Labelling Packaging Error
I-006-606,14/11/23,Foreign Bodies,Cereals & Bakery Products,Other,Greece,Investigation Ongoing
I-006-607,15/11/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-608,15/11/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-006-609,15/11/23,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,Local Authority,United States,Labelling Packaging Error
I-006-610,15/11/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-006-611,13/11/23,ALLERGEN: Milk,Confectionery,Local Authority,Turkey,Labelling Packaging Error
I-006-612,16/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Other,Poland,Microbiological Contamination
I-006-613,15/11/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,General Public,United Kingdom,Use of Unauthorised Ingredient
I-006-614,07/11/23,Non-Pathogenic Micro-Organisims,Milk & Milk Products,Third Country,United Kingdom,Microbiological Contamination
I-006-615,15/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-616,15/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-617,16/11/23,Labelling Absent / Incomplete / Incorrect,Ices & Desserts,Industry,United Kingdom,Human Error
I-006-618,16/11/23,ALLERGEN: Mustard,Prepared Dishes & Snacks,Industry,United Kingdom,Labelling Packaging Error
I-006-619,16/11/23,ALLERGEN: Nuts,Cereals & Bakery Products,Industry,Italy,Labelling Packaging Error
I-006-620,16/11/23,Pesticide Residues,Cereals & Bakery Products,RASFF,Poland,Pesticides
I-006-621,17/11/23,Labelling Absent / Incomplete / Incorrect,Confectionery,Local Authority,United States,Labelling Packaging Error
I-006-622,17/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Microbiological Contamination
I-006-623,17/11/23,Novel Food,Confectionery,Local Authority,United States,Use of Unauthorised Ingredient
I-006-624,17/11/23,Labelling Absent / Incomplete / Incorrect,Milk & Milk Products,Other,Nigeria,Labelling Packaging Error
I-006-625,17/11/23,Composition,Soups / Broths / Sauces & Condiments,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-006-626,17/11/23,Pesticide Residues,Other Food Product / Mixed,RASFF,India,Pesticides
I-006-627,17/11/23,Pathogenic Micro-Organisms,Undefined,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-006-628,20/11/23,Pesticide Residues,Fruits & Vegetables,RASFF,China,Pesticides
I-006-629,20/11/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Undefined,,Microbiological Contamination
I-006-630,21/11/23,Biotoxins (other),Bivalve Molluscs & Products Thereof,Other,United Kingdom,Spill/Leak
I-006-631,21/11/23,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Third Country,,Use of Unauthorised Ingredient
I-006-632,21/11/23,Food Additives & Flavourings,Non-Alcoholic Beverages,FSA England,United Arab Emirates,Use of Unauthorised Ingredient
I-006-633,21/11/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-634,21/11/23,Foreign Bodies,Confectionery,Industry,Germany,Production Fault
I-006-635,21/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Public Health England (PHE),,Microbiological Contamination
I-006-636,22/11/23,Food Additives & Flavourings,Confectionery,Local Authority,China,Use of Unauthorised Ingredient
I-006-637,21/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Public Health England (PHE),,Microbiological Contamination
I-006-638,22/11/23,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Labelling Packaging Error
I-006-639,21/11/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Investigation Ongoing
I-006-640,22/11/23,Pesticide Residues,Herbs & Spices,RASFF,Not Easily Identified,Pesticides
I-006-641,22/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-642,22/11/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-643,23/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Department for Environment Food & Rural Affairs (Defra),,Microbiological Contamination
I-006-644,23/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,,Microbiological Contamination
I-006-645,23/11/23,Pathogenic Micro-Organisms,Pet Food,Local Authority,United Kingdom,Microbiological Contamination
I-006-646,23/11/23,Pathogenic Micro-Organisms,Pet Food,Local Authority,,Microbiological Contamination
I-006-647,23/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Microbiological Contamination
I-006-648,20/11/23,Foreign Bodies,Fruits & Vegetables,Local Authority,Italy,Unknown
I-006-649,23/11/23,Pesticide Residues,Fruits & Vegetables,Health & Safety Executive,Lebanon,Pesticides
I-006-650,23/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Industry,United Kingdom,Production Fault
I-006-651,24/11/23,Labelling Absent / Incomplete / Incorrect,Fish & Fish Products,Local Authority,Ireland,Labelling Packaging Error
I-006-652,24/11/23,Poor or Insufficient Controls,Pet Food,Local Authority,United Kingdom,Production Fault
I-006-653,24/11/23,Foreign Bodies,Other Food Product / Mixed,RASFF,Spain,Production Fault
I-006-654,24/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Local Authority,Romania,Microbiological Contamination
I-006-655,24/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,Netherlands,Microbiological Contamination
I-006-656,24/11/23,Heavy Metals,Fish & Fish Products,RASFF,Portugal,Metals - Other
I-006-657,24/11/23,Novel Food,Fats & Oils,EU Member States,,Use of Unauthorised Ingredient
I-006-658,24/11/23,ALLERGEN: Cereals containing gluten,Cereals & Bakery Products,RASFF,Belgium,Labelling Packaging Error
I-006-659,24/11/23,Heavy Metals,Cocoa / Cocoa Preparations / Coffee / Tea,RASFF,Italy,Metals - Other
I-006-660,24/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-661,23/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",United Kingdom,Illegal Import/Export
I-006-662,24/11/23,Parasitic Infestation,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Investigation Ongoing
I-006-663,25/11/23,Parasitic Infestation,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Investigation Ongoing
I-006-664,27/11/23,Chemical Contamination (other),Fish & Fish Products,Local Authority,United Kingdom,Natural Chemical Contamination
I-006-665,27/11/23,Food Additives & Flavourings,Alcoholic Beverages,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-666,27/11/23,Food Additives & Flavourings,Food Additives & Flavourings,Local Authority,United Kingdom,Use of Unauthorised Ingredient
I-006-667,27/11/23,ALLERGEN: Peanuts,Herbs & Spices,Public Analyst / Laboratory,Not Easily Identified,Use of Unauthorised Ingredient
I-006-668,27/11/23,Foreign Bodies,Confectionery,Undefined,Germany,Unknown
I-006-670,27/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Unauthorised Premises/Process
I-006-671,16/11/23,Labelling Absent / Incomplete / Incorrect,Poultry Meat & Poultry Meat Products,FSA England,,Fraud
I-006-672,28/11/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,United Kingdom,Microbiological Contamination
I-006-673,28/11/23,Foreign Bodies,Cereals & Bakery Products,Local Authority,Italy,Human Error
I-006-674,28/11/23,Poor or Insufficient Controls,Soups / Broths / Sauces & Condiments,Administrative Assistance & Cooperation System (AAC),United Kingdom,Human Error
I-006-675,28/11/23,Feed Additives,Feed Materials,RASFF,,Use of Unauthorised Ingredient
I-006-676,28/11/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),Not Easily Identified,Unknown
I-006-677,28/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,,Veterinary Medicine
I-006-678,28/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Undefined,,Veterinary Medicine
I-006-679,28/11/23,Chemical Contamination (other),Fish & Fish Products,Local Authority,Congo,Natural Chemical Contamination
I-006-680,28/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Undefined,,Veterinary Medicine
I-006-682,28/11/23,Chemical Contamination (other),Crustaceans & Products Thereof,RASFF,United Kingdom,Natural Chemical Contamination
I-006-683,27/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-006-684,28/11/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Local Authority,Netherlands,Microbiological Contamination
I-006-685,29/11/23,Mycotoxins,Other Food Product / Mixed,FSA Survey,United Kingdom,Natural Chemical Contamination
I-006-686,29/11/23,Chemical Contamination (other),Milk & Milk Products,RASFF,United Kingdom,Natural Chemical Contamination
I-006-687,28/11/23,Heavy Metals,Fish & Fish Products,Port Health Authority (PHA),United Kingdom,Metals - Other
I-006-688,29/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-006-689,29/11/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),RASFF,United Kingdom,Unauthorised Premises/Process
I-006-690,29/11/23,ALLERGEN: Sulphur dioxide / Sulphites,Crustaceans & Products Thereof,Industry,United Kingdom,Labelling Packaging Error
I-006-692,29/11/23,Chemical Contamination (other),Fish & Fish Products,FSA England,Thailand,Natural Chemical Contamination
I-006-693,30/11/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Port Health Authority (PHA),China,Microbiological Contamination
I-006-694,29/11/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Public Health England (PHE),United Kingdom,Unknown
I-006-695,30/11/23,Mycotoxins,Nuts / Nut Products / Seeds,Local Authority,Nigeria,Natural Chemical Contamination
I-006-696,30/11/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom,Microbiological Contamination
I-006-697,30/11/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),Not Easily Identified,Unknown
I-006-698,30/11/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-006-699,30/11/23,Foreign Bodies,Confectionery,Industry,United Kingdom,Human Error
I-006-700,01/12/23,Mycotoxins,Nuts / Nut Products / Seeds,Local Authority,United Kingdom,Natural Chemical Contamination
I-006-701,01/12/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,United Kingdom,Microbiological Contamination
I-006-702,29/11/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Undefined,,Veterinary Medicine
I-006-703,01/12/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Undefined,,Veterinary Medicine
I-006-704,01/12/23,Poor or Insufficient Controls,Cereals & Bakery Products,Industry,United Kingdom,Human Error
I-006-705,01/12/23,Residues of Veterinary Medicinal Products,Fish & Fish Products,Department for Environment Food & Rural Affairs (Defra),Northern Ireland,Veterinary Medicine
I-006-706,01/12/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,,Investigation Ongoing
I-006-708,01/12/23,Food Additives & Flavourings,Confectionery,Local Authority,United Kingdom,Migration of Chemicals
I-006-709,04/12/23,Residues of Veterinary Medicinal Products,Animal by-Products,Animal & Plant Health Agency (APHA),United Kingdom,Veterinary Medicine
I-006-710,04/12/23,ALLERGEN: Nuts,Confectionery,Industry,United Kingdom,Production Fault
